Tamil,Odiya
டெட்ரோட்,ଟେଟ୍ରୋଡ୍ |
வெப்ப இழப்பீடு,ଉତ୍ତାପ କ୍ଷତିପୂରଣ
"ரவா, படிகம்","ରାଭା, ସ୍ଫଟିକ୍ |"
வெப்ப மின்னழுத்த மாற்றி,ଉତ୍ତାପ-ଭୋଲଟେଜ୍ କନଭର୍ଟର |
தற்காலிக தரவு பதிவு,ଅସ୍ଥାୟୀ ତଥ୍ୟ ରେଜିଷ୍ଟର |
முனையத்தில்,ଟର୍ମିନାଲ୍
சோதனை முன்னணி,ପରୀକ୍ଷା ଲିଡ୍ |
சோதனை சமிக்ஞை,ପରୀକ୍ଷା ସଙ୍କେତ
நான்காம் அணு,ଚତୁର୍ଥାଂଶ ପରମାଣୁ |
வெப்ப ஓட்டம்,ଥର୍ମାଲ୍ ରନ୍ଫ୍ |
வெப்ப தனிமை,ତାପଜ ବିଚ୍ଛିନ୍ନତା |
"வெப்ப இரைச்சல், வெப்ப இரைச்சல்","ତାପଜ ଶବ୍ଦ, ତାପଜ ଶବ୍ଦ |"
வெப்ப ஆக்சிஜனேற்றம்,ତାପଜ ଅକ୍ସିଡେସନ୍ |
வெப்ப எதிர்ப்பு,ତାପଜ ପ୍ରତିରୋଧ
வெப்ப தப்பித்தல்,ତାପଜ ପଳାୟନ |
வெப்ப முறிவு,ଉତ୍ତାପ ବିରତି
வெப்ப நிலைத்தன்மை,ତାପଜ ସ୍ଥିରତା |
தெர்மோனிக் உமிழ்வுகள்,ଥର୍ମୋନିକ୍ ନିର୍ଗମନ |
வெப்ப தடுப்பு,ଉତ୍ତାପ ପ୍ରତିରୋଧ
தெர்மோகப்பிள்,ଥର୍ମୋକୁଲ୍ |
வெப்ப விளைவு,ତାପଜ ପ୍ରଭାବ
வெப்ப கட்டுப்படுத்தி,ଉତ୍ତାପ ନିୟନ୍ତ୍ରକ
தெவெனின் தேற்றம்,ଥେଭେନିନ୍ ଥିଓରେମ୍ |
மெல்லிய சவ்வு,ପତଳା ମେମ୍ବ୍ରେନ୍ |
மெல்லிய சவ்வு மின்தேக்கி,ପତଳା ମେମ୍ବ୍ରେନ୍ କ୍ୟାପେସିଟର୍ |
மெல்லிய சவ்வு எதிர்ப்பு,ପତଳା ମେମ୍ବ୍ରେନ୍ ପ୍ରତିରୋଧ |
தோரியம் பூசப்பட்ட டங்ஸ்டன் கத்தோட்,ଥୋରିୟମ୍ ଆବୃତ ଟୁଙ୍ଗଷ୍ଟେନ୍ କ୍ୟାଥୋଡ୍ |
அதிகார ஆட்சி,ଶକ୍ତି ନିୟମ |
மூன்று சுற்று,ଟ୍ରିପଲ୍ ସର୍କିଟ୍ |
மூன்று மாநில ராம்,ତ୍ରି-ରାଜ୍ୟ ମେଷ |
ட்ரை-எண்ட் ரெகுலேட்டர்,ତ୍ରି-ଶେଷ ନିୟନ୍ତ୍ରକ |
சில் டிடெக்டர்,ସିଲ୍ ଡିଟେକ୍ଟର୍ |
சன்னல் மின்னழுத்தம்,ସିଲ୍ ଭୋଲଟେଜ୍ |
தைராட்ரான் குழாய்,ଥାଇରାଟ୍ରନ୍ ଟ୍ୟୁବ୍ |
"மறு முதலீடு, குறுகிய காலம்","ପୁନ vest ନିବେଶ, ଅଳ୍ପ ସମୟର |"
டிக்லர் ஆஸிலேட்டர்,ଟିକଲର ଓସିଲେଟର |
இறுக்கமான இணைப்பு,କଠିନ ଯୋଡି |
சாய்வு,ଟିଲ୍ଟ |
நேரம் சார்ந்த சுற்று,ସମୟ ଆଧାରିତ ସର୍କିଟ |
டைமர் ஜெனரேட்டர்,ଟାଇମର୍ ଜେନେରେଟର
நேர அடிப்படை மின்னழுத்தம்,ଟାଇମ୍ ବେସ୍ ଭୋଲଟେଜ୍ |
அழைப்பு தாமதம்,କଲ୍ ବିଳମ୍ବ
நேர மண்டல பிரதிபலிப்பு,ସମୟ ମଣ୍ଡଳ ପ୍ରତିଫଳନ
நேரம் மார்க்கர் ஜெனரேட்டர்,ସମୟ ମାର୍କର ଜେନେରେଟର |
கால் பாகி,କାଲ୍ ଭାଗୀ |
நேர சாளரம்,ସମୟ ୱିଣ୍ଡୋ |
நேர முறை மாறுதல்,ଟାଇମିଂ ମୋଡ୍ ସୁଇଚ୍
"நேரக் கட்டுப்படுத்தி, நேரக் கட்டுப்படுத்தி","ସମୟ ନିୟନ୍ତ୍ରକ, ସମୟ ନିୟନ୍ତ୍ରକ |"
அழைப்பு கட்டுப்படுத்தி மோட்டார்,କଣ୍ଟ୍ରୋଲର୍ ମୋଟରକୁ କଲ୍ କରନ୍ତୁ |
நேர தொகுப்பு வரைபடம்,ସମୟ ସେଟ୍ ଚିତ୍ର |
நேர சரிசெய்தல் நடுக்கம்,ସମୟ ଆଡଜଷ୍ଟମେଣ୍ଟ୍ ଜିଟର୍ |
க்ரோனோமீட்டர் மார்க்கர் ஜெனரேட்டர்,କ୍ରୋନୋମିଟର ମାର୍କର ଜେନେରେଟର |
அழைப்பு சரிசெய்தல் நெட்வொர்க்,ଆଡଜଷ୍ଟର ନେଟୱାର୍କକୁ କଲ୍ କରନ୍ତୁ |
டி-நெட்வொர்க்,ଟି-ନେଟୱାର୍କ |
மாற்று சுவிட்ச்,ସୁଇଚ୍ ଟୋଗଲ୍ କରନ୍ତୁ |
டோக்கன் பஸ் நெட்வொர்க்,ଟୋକେନ୍ ବସ୍ ନେଟୱାର୍କ |
டோக்கன் நெட்வொர்க்,ଟୋକେନ୍ ନେଟୱାର୍କ |
ஏற்றுக்கொள்ளக்கூடிய மாற்றம்,ଗ୍ରହଣୀୟ ପରିବର୍ତ୍ତନ |
குரல் வெடிப்பு ஜெனரேட்டர்,ଭୋକାଲ୍ ବ୍ଲାଷ୍ଟ ଜେନେରେଟର |
டொராய்டு,ଟୋରଏଡ୍ |
டோரஸ் ஆண்டெனா,ଟୋରସ୍ ଆଣ୍ଟେନା |
முழு ஹார்மோனிக் விலகல்,ପୂର୍ଣ୍ଣ ହାରମୋନିକ୍ ବିକୃତି |
டோட்டெம் கம்பம்,ଟୋଟେମ୍ ପୋଲ
டோட்டெம்-போல் டிரான்சிஸ்டர்,ଟୋଟେମ୍-ପୋଲ୍ ଟ୍ରାନଜିଷ୍ଟର |
தொடு சுவிட்ச்,ଟଚ୍ ସୁଇଚ୍
தொட்டுணரக்கூடிய குரல்,ଟ୍ୟାକ୍ଟିଲ୍ ଭୋକାଲାଇଜେସନ୍ |
டி-பேட்,ଟି-ପ୍ୟାଡ୍ |
மும்மடங்கு,treble
"தடமறிதல், தடமறிதல்","ଅନୁସନ୍ଧାନ, ଅନୁସନ୍ଧାନ"
"தட பந்து, தட பந்து","ଟ୍ରାକ୍ ବଲ୍, ଟ୍ରାକ୍ ବଲ୍ |"
இணக்கம்,ଅନୁକରଣ
கண்காணிப்பு மற்றும் கட்டுப்பாட்டு சுற்று,ଟ୍ରାକିଂ ଏବଂ କଣ୍ଟ୍ରୋଲ୍ ସର୍କିଟ୍ |
"பின் கோர், பின் கோர்","ପଛ କୋର୍, ଟ୍ରେଲିଂ କୋର୍ |"
பயிற்சியாளர்,ପ୍ରଶିକ୍ଷକ
இணக்கம்,ଅନୁକରଣ
பரஸ்பரம்,ପାରସ୍ପରିକତା
கடத்துத்திறன்,ଆନ୍ତ c କ୍ରିୟାଶୀଳତା |
மின்மாற்றி,ଟ୍ରାନ୍ସଡ୍ୟୁସର
பரிமாற்ற பண்புகள்,ସ୍ଥାନାନ୍ତର ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ
பரிமாற்ற செயல்பாடு,ସ୍ଥାନାନ୍ତର କାର୍ଯ୍ୟ
பரிமாற்ற லாபம்,ଲାଭ ସ୍ଥାନାନ୍ତର କରନ୍ତୁ |
மாற்றம்,ରୂପାନ୍ତର
"மின்மாற்றி, மின்மாற்றி","ଟ୍ରାନ୍ସଫର୍ମର, ଟ୍ରାନ୍ସଫର୍ମର"
மின்மாற்றி இணைந்த பெருக்கி,ଟ୍ରାନ୍ସଫର୍ମର ଯୋଡି ଆମ୍ପ୍ଲିଫାୟର୍ |
மின்மாற்றி இணைப்பு,ଟ୍ରାନ୍ସଫର୍ମର କପଲିଂ |
மாறி திறன்,ପରିବର୍ତ୍ତନଶୀଳ ଦକ୍ଷତା |
தற்காலிகமானது,କ୍ଷଣିକ
தற்காலிக மீறல்,କ୍ଷଣସ୍ଥାୟୀ ଉଲ୍ଲଂଘନ |
தற்காலிக பதில்,କ୍ଷଣିକ ପ୍ରତିକ୍ରିୟା
நிலையற்ற பின்னடைவு,କ୍ଷଣସ୍ଥାୟୀ ରିଟାର୍ଡର୍ |
டிரான்சிஸ்டர் தொகுதி,ଟ୍ରାନଜିଷ୍ଟର ବ୍ଲକ୍
டிரான்சிஸ்டர் தற்போதைய ஆதாயம்,ଟ୍ରାନଜିଷ୍ଟର ସାମ୍ପ୍ରତିକ ଲାଭ |
டிரான்சிஸ்டர் சுவிட்ச்,ଟ୍ରାନଜିଷ୍ଟର ସୁଇଚ୍ |
டிரான்சிஸ்டர்,ଟ୍ରାନଜିଷ୍ଟର
டிரான்சிஸ்டர் சத்தம்,ଟ୍ରାନଜିଷ୍ଟର ଶବ୍ଦ |
டிரான்சிஸ்டர் சீராக்கி,ଟ୍ରାନଜିଷ୍ଟର ନିୟନ୍ତ୍ରକ |
புறப்படும் நேரம்,ପ୍ରସ୍ଥାନ ସମୟ
மாற்றம் மின்தேக்கி,ସଂକ୍ରମଣ କ୍ୟାପେସିଟର୍ |
மாற்றம் காரணி,ସଂକ୍ରମଣ କାରକ |
மாறுதல் அதிர்வெண்,ସ୍ଥାନାନ୍ତରଣ ଆବୃତ୍ତି
மாற்றம் மண்டலம்,ସ୍ଥାନାନ୍ତରଣ କ୍ଷେତ୍ର
பரிமாற்ற இடையக,ସ୍ଥାନାନ୍ତର ବଫର୍ |
பரிமாற்ற இழப்பு,ସଂକ୍ରମଣ କ୍ଷତି
ஊடுருவக்கூடிய தன்மை,ବ୍ୟାପ୍ତତା
"அனுப்புபவர், அனுப்புபவர்","ପରିବହନକାରୀ, ପରିବହନକାରୀ |"
அதிர்வெண் டிரான்ஸ்மிட்டர்,ଫ୍ରିକ୍ୱେନ୍ସି ଟ୍ରାନ୍ସମିଟର
வெளிப்படையான தாழ்ப்பாளை,ସ୍ୱଚ୍ଛ ଲ୍ୟାଚ୍ |
டிரான்ஸ்பாண்டர்,ଟ୍ରାନ୍ସପଣ୍ଡର |
போக்குவரத்து பெருக்கி,ପରିବହନ ଗୁଣକର୍ତ୍ତା |
தெளிவான காரணம்,ସ୍ପଷ୍ଟ କାରଣ
குறுக்கு எதிர்ப்பு,କ୍ରସ୍ ପ୍ରତିରୋଧ
குறுக்கு அலை,ଟ୍ରାନ୍ସଭର୍ସ ତରଙ୍ଗ |
மாற்றி மாற்றி,ଟ୍ରାନ୍ସୱିଚ୍ |
நிகர,ନେଟ୍
trapezoidal அலை,ଟ୍ରାପେଜଏଡାଲ୍ ତରଙ୍ଗ |
முற்போக்கான அலை குழாய்,ପ୍ରଗତିଶୀଳ ତରଙ୍ଗ ଟ୍ୟୁବ୍ |
பள்ளம் பிரிப்பு,ଖୋଲା ପୃଥକତା |
முக்கோண,triac
முக்கோண சதுர அலை மாற்றி,ତ୍ରିକୋଣୀୟ ସ୍କୋୟାର ତରଙ୍ଗ କନଭର୍ଟର |
முக்கோண-சைன் அலை மாற்றி,ତ୍ରିକୋଣୀୟ-ସାଇନ ତରଙ୍ଗ କନଭର୍ଟର |
முக்கோண அலை ஜெனரேட்டர்,ତ୍ରିକୋଣୀୟ ତରଙ୍ଗ ଜେନେରେଟର |
தூண்டுதல்,ଟ୍ରିଗର
தூண்டுதல் டையோடு,ଡାୟୋଡ୍ ଟ୍ରିଗର କରନ୍ତୁ |
தூண்டுதல் துடிப்பு,ନାଡିକୁ ଟ୍ରିଗର କରନ୍ତୁ |
டிரான்சிஸ்டர்,ଟ୍ରାନଜିଷ୍ଟର
"நுட்பமான சரிசெய்தல், டிரிம்","ସୂକ୍ଷ୍ମ ଆଡଜଷ୍ଟେସନ୍, ଟ୍ରିମ୍ |"
மைக்ரோ அட்ஜஸ்டர்,ମାଇକ୍ରୋ ଆଡଜଷ୍ଟର |
முக்கோணம்,ତ୍ରିରଙ୍ଗା |
பிளவு ஜாதகம்,ରାଶିଫଳ
மூன்று துல்லிய எண்,ତ୍ରିଗୁଣ ସଠିକତା ସଂଖ୍ୟା |
மூன்று நிலை தாங்கல்,ତିନୋଟି ପର୍ଯ୍ୟାୟ ବଫର୍ |
முக்கூட்டு தர்க்கம்,ତ୍ରିକୋଣୀୟ ତର୍କ
ட்ரோகோட்ரான்,ଟ୍ରୋକୋଟ୍ରନ୍ |
குழப்பம் சிதறிய இணைப்பு,ବିଘ୍ନ ବିଚ୍ଛିନ୍ନ ଲିଙ୍କ୍ |
வெப்ப மண்டலம்,ଟ୍ରପୋସଫିସର୍ |
சரிசெய்தல்,ତ୍ରୁଟି ନିବାରଣକାରୀ
உண்மையான சக்தி மாற்றி,ପ୍ରକୃତ ଶକ୍ତି ରୂପାନ୍ତରକାରୀ |
உண்மையான சதுர சராசரி ரூட் வோல்ட்மீட்டர்,ପ୍ରକୃତ ବର୍ଗ-ଅର୍ଥ ମୂଳ ଭୋଲ୍ଟମିଟର |
உண்மை அட்டவணை,ସତ୍ୟ ସାରଣୀ
டி-நிலை,ଟି-ଷ୍ଟେଟ୍ |
TTL,TTL
குழாய் மின்தேக்கி,ଟ୍ୟୁବଲାର୍ କ୍ୟାପେସିଟର୍ |
டியூன் செய்யப்பட்ட பெருக்கி,ସନ୍ତୁଳିତ ଏମ୍ପ୍ଲିଫାୟର୍ |
டியூன் செய்யப்பட்ட சேகரிப்பான் ஆஸிலேட்டர்,ସନ୍ତୁଳିତ କଲେକ୍ଟର ଓସିଲେଟର |
டியூன் செய்யப்பட்ட வடிகால் ஆஸிலேட்டர்,ଟ୍ୟୁନ୍ ହୋଇଥିବା ଡ୍ରେନ୍ ଓସିଲେଟର |
குரல் கோர்,ଭୋକାଲ୍ କୋର୍ |
டியூனிங் நெட்வொர்க்,ନେଟୱର୍କ ଟ୍ୟୁନିଂ
குரல் நாண்கள்,ଭୋକାଲ୍ କର୍ଡସ୍ |
"டன்னல் டையோடு, டன்னல் டையோடு","ଟନେଲ୍ ଡାୟୋଡ୍, ଟନେଲ୍ ଡାୟୋଡ୍ |"
"சுரங்கப்பாதை விளைவு, சுரங்கப்பாதை விளைவு","ଟନେଲିଂ ପ୍ରଭାବ, ଟନେଲିଂ ପ୍ରଭାବ |"
விசையாழி ஓட்டமானி,ଟର୍ବାଇନ ଫ୍ଲୋମିଟର |
நிலைமாற்ற காலம்,ସଂକ୍ରମଣ ଅବଧି
வசிக்கும் நேரம்,ବାସ ସମୟ
ஆரம்பிக்கும் நேரம்,ଆରମ୍ଭ ସମୟ
டர்ன்ஸ்டைல் ஆண்டெனா ட்வீட்டர்,ଟର୍ନଷ୍ଟାଇଲ୍ ଆଣ୍ଟେନା ଟ୍ୱିଟର |
ட்விட்டர்,ଟ୍ୱିଟର
யமல் அகாரக்,yamal agarak
ட்வின்-டி நாட்ச் வடிகட்டி,ଟ୍ୱିନ୍-ଟି ନଚ୍ ଫିଲ୍ଟର୍ |
yaml டீ ஆஸிலேட்டர்,yaml ଚା ଓସିଲେଟର |
முறுக்கப்பட்ட ஜோடி,ମୋଡ଼ାଯାଇଥିବା ଯୋଡି |
முறுக்கப்பட்ட மோதிர கவுண்டர்,ମୋଡ଼ାଯାଇଥିବା ରିଙ୍ଗ କାଉଣ୍ଟର |
முறுக்கப்பட்ட-நெமடிக் திரவம்,ମୋଡ଼-ନେମାଟିକ୍ ତରଳ |
