Malayalam,English
ദൂരദർശിനി പരമ്പര,telescopic series
താൽക്കാലിക കോർഡിനേറ്റുകൾ,temporal coordinates
താൽക്കാലിക ബന്ധം,temporal relationship
താൽക്കാലിക വേരിയബിൾ,temporal variable
വലിച്ചുനീട്ടാനാവുന്ന ശേഷി,tensile strength
ടെൻസർ,tensor
ടെൻസർ വിശകലനം,tensor analysis
ടെൻസർ ഉൽപ്പന്നം,tensor product
താൽക്കാലിക രൂപീകരണം,tentative formulation
കാലാവധി,term
ടെർമിനൽ അവസ്ഥ,terminal condition
ടെർമിനൽ വെലോസിറ്റി ഡൈവ്,terminal velocity dive
ദശാംശം അവസാനിപ്പിക്കുന്നു,terminating decimal
ടേം മൂല്യങ്ങൾ,term values
ടേം തിരിച്ചുള്ള വ്യത്യാസം,termwise differentiation
ടേംവൈസ് ഇന്റഗ്രേഷൻ,termwise integration
ത്രിതീയ,ternary
പരീക്ഷ,test
വ്യതിയാനങ്ങളുടെ ഏകതാനതയ്ക്കുള്ള പരിശോധന,test for homogeneity of variances
ടെസ്റ്റ് ഫംഗ്ഷൻ,test function
സിദ്ധാന്തത്തിന്റെ പരീക്ഷണം,test of hypothesis
പ്രാധാന്യത്തിന്റെ പരീക്ഷണം,test of significance
ടെസ്റ്റ് സ്ഥിതിവിവരക്കണക്കുകൾ,test statistics
ടെട്രാഹെഡ്രൽ,tetrahedral
ടെട്രാഹെഡ്രൽ കോൺ,tetrahedral angle
ടെട്രാഹെഡ്രോൺ,tetrahedron
സിദ്ധാന്തം,theorem
അവശിഷ്ടങ്ങളുടെ സിദ്ധാന്തം,theorem of residues
സൈദ്ധാന്തിക ആവശ്യം പ്രവർത്തനം,theoretical demand function
സൈദ്ധാന്തിക വ്യതിരിക്ത വിതരണം,theoretical discrete distribution
സൈദ്ധാന്തിക പിശക്,theoretical error
സൈദ്ധാന്തിക അനുയോജ്യം,theoretical fit
സൈദ്ധാന്തിക രൂപീകരണം,theoretical formulation
സൈദ്ധാന്തിക ആവൃത്തി,theoretical frequency
സൈദ്ധാന്തികമായി,theoretically
സൈദ്ധാന്തിക മാതൃക,theoretical model
സൈദ്ധാന്തിക ചികിത്സ,theoretical treatment
സമവാക്യങ്ങളുടെ സിദ്ധാന്തം,theory of equations
പിശകുകളുടെ സിദ്ധാന്തം,theory of errors
എസ്റ്റിമേറ്റ് സിദ്ധാന്തം,theory of estimation
പ്രവർത്തനങ്ങളുടെ സിദ്ധാന്തം,theory of functions
ഗെയിമുകളുടെ സിദ്ധാന്തം,theory of games
ഗുരുത്വാകർഷണ സിദ്ധാന്തം,theory of gravitation
വിവര സിദ്ധാന്തം,theory of information
മാറ്റിസ്ഥാപിക്കാനുള്ള സിദ്ധാന്തം (=പരാജയത്തിന്റെ സിദ്ധാന്തം),theory of replacement (= theory of failure)
സെറ്റുകളുടെ സിദ്ധാന്തം,theory of sets
കാത്തിരിപ്പ് വരികളുടെ സിദ്ധാന്തം (= ക്യൂയിംഗ് സിദ്ധാന്തം),theory of waiting lines(= queuing theory)
തരംഗങ്ങളുടെ സിദ്ധാന്തം,theory of waves
തെർമോഡൈനാമിക്,Thermodynamic
ഒരു സ്ക്രൂവിന്റെ ത്രെഡ്,thread of a screw
ത്രിമാനമായ,three dimensional
ത്രിമാന വെക്റ്റർ വിശകലനം,three dimensional vector analysis
മൂന്ന്-വഴി വർഗ്ഗീകരണം,three-way classification
എറിയുക,throw
തള്ളുക,thrust
സമയം,time
സമയ അക്ഷം,time axis
സമയ ആശ്രിതത്വം,time dependence
സമയത്തെ ആശ്രയിച്ചുള്ള ഘടനാപരമായ സമവാക്യം,time-dependent constitutive equation
സമയബന്ധിതമായ പ്രക്രിയ,time-dependent process
സമയ-സ്വതന്ത്ര പദം,time-independent term
സമയ ഇടവേള,time interval
സമയ പരമ്പര,time series
സമയ ശ്രേണി വിശകലനം,time series analysis
സമയ ശ്രേണി ഡാറ്റ,time series data
സമയം പങ്കിടൽ സംവിധാനം,time sharing system
സഹിഷ്ണുത,tolerance
സഹിഷ്ണുത ഇടവേള,tolerance interval
സഹിഷ്ണുത നില,tolerance level
സഹിഷ്ണുത പരിധി,tolerance limit
ടോപ്പോളജിക്കൽ,topological
ടോപ്പോളജിക്കൽ ഡ്യുവൽ,topological dual
ടോപ്പോളജിക്കൽ ഗ്രൂപ്പ്,topological group
ടോപ്പോളജിക്കൽ ഐസോമോർഫിസം,topological isomorphism
ടോപ്പോളജിക്കൽ ലീനിയർ സ്പേസ്,topological linear space
സ്ഥലശാസ്ത്രപരമായി,topologically
ടോപ്പോളജിക്കൽ മാപ്പിംഗ്,topological mapping
ടോപ്പോളജിക്കൽ പ്രോപ്പർട്ടി,topological property
ടോപ്പോളജിക്കൽ സ്പേസ്,topological space
ടോപ്പോളജിക്കൽ വെക്റ്റർ സ്പേസ്,topological vector space
ടോപ്പോളജി,topology
ടോർഷൻ,torsion
ടോറസ്,torus
ആകെ,total
മൊത്തം ഡെറിവേറ്റീവ്,total derivative
മൊത്തം ഡിഫറൻഷ്യൽ,total differential
മൊത്തം ഡിഫറൻഷ്യൽ സമവാക്യം,total differential equation
മൊത്തം പരിശോധന,total inspection
പൂർണ്ണമായും പരിമിതപ്പെടുത്തിയിരിക്കുന്നു,totally bounded
പൂർണ്ണമായും ഓർഡർ ചെയ്ത സെറ്റ്,totally ordered set
മൊത്തം ഓർഡർ,total ordering
ട്രെയ്സ്,trace
മാട്രിക്സിന്റെ ട്രെയ്സ്,trace of matrix
കണ്ടെത്തൽ,tracing
ട്രേഡ് ഓഫ് ഫംഗ്ഷൻ,trade off function
പാത,trajectory
അതീന്ദ്രിയമായ,transcendental
അതീന്ദ്രിയ സമവാക്യം,transcendental equation
അതീന്ദ്രിയ പ്രവർത്തനം,transcendental function
അതീന്ദ്രിയ സംഖ്യ,transcendental number
കൈമാറ്റം,transfer
ട്രാൻസ്ഫർ ഫംഗ്ഷൻ,transfer function
ട്രാൻസ്ഫിനൈറ്റ് ഇൻഡക്ഷൻ,transfinite induction
ട്രാൻസ്ഫിനിറ്റ് നമ്പർ,transfinite number
രൂപാന്തരപ്പെടുത്തുക,transform
പരിവർത്തന ഫോർമുല,transformation formula
പരിവർത്തന മാട്രിക്സ്,transformation matrix
കോർഡിനേറ്റുകളുടെ പരിവർത്തനം,transformation of coordinates
രൂപാന്തരപ്പെട്ട പ്രവർത്തനം,transformed function
രൂപാന്തരപ്പെട്ട മാട്രിക്സ്,transformed matrix
ട്രാൻസ്ഷിപ്പ്മെന്റ് പ്രശ്നം,transshipment problem
ക്ഷണികമായ പെരുമാറ്റം,transient behaviour
ക്ഷണികമായ പരിഹാരം,transient solution
സംക്രമണം,transition
സംക്രമണ മാട്രിക്സ്,transition matrix
ട്രാൻസിറ്റീവ്,transitive
ട്രാൻസിറ്റീവ് നിയമം,transitive law
ട്രാൻസിറ്റീവ് ബന്ധം,transitive relation
ട്രാൻസിറ്റിവിറ്റി,transitivity
ട്രാൻസിറ്റിവിറ്റി സെറ്റ്,transitivity set
വിവർത്തനം,translation
ഗതാഗത ചെലവ്,transportation cost
ഗതാഗത പ്രശ്നം,transportation problem
ഗതാഗത സമയം,transportation time
ഗതാഗത സമവാക്യം,transport equation
ട്രാൻസ്പോസ്ഡ് മാട്രിക്സ്,transposed matrix
ഒരു മാട്രിക്സ് മാറ്റുക,transpose of a matrix
സ്ഥാനമാറ്റം,transposition
തിരശ്ചീനത,transversality
തിരശ്ചീന അവസ്ഥ,transversality condition
തിരശ്ചീനമായ,transverse
തിരശ്ചീന ചലനം,transverse motion
ട്രപീസിയം,trapezium
ട്രപസോയിഡ്,trapezoid
ട്രപസോയ്ഡൽ പ്രിസം,trapezoidal prism
ചികിത്സ,treatment
ട്രീ ഡയഗ്രം,tree diagram
പ്രവണത,trend
ട്രെൻഡ് ലൈൻ,trend line
പ്രവണത മൂല്യം,trend value
ത്രിതല,triadic
വിചാരണ,trial
ട്രയൽ ഫംഗ്ഷൻ,trial function
ത്രികോണം,triangle
ത്രികോണ അസമത്വം,triangle inequality
വേഗതയുടെ ത്രികോണം,triangle of velocity
ത്രികോണ ചിഹ്നം,triangle symbol
ത്രികോണ സംവിധാനം,triangle system
ത്രികോണാകൃതി,triangulability
ത്രികോണാകൃതിയിലുള്ള,triangular
ത്രികോണ മാട്രിക്സ്,triangular matrix
ത്രികോണം,triangulation
ട്രൈക്കോട്ടമി,trichotomy
ത്രികോണാകൃതിയിലുള്ള,tridiagonal
ത്രികോണമിതി,trigonometric
ത്രികോണമിതി വക്രം,trigonometric curve
ത്രികോണമിതി സമവാക്യം,trigonometric equation
ത്രികോണമിതി പ്രവർത്തനം,trigonometric function
ത്രികോണമിതി ഐഡന്റിറ്റി,trigonometric identity
ത്രികോണമിതി പരമ്പര,trigonometric series
ത്രികോണമിതി പരിഹാരം,trigonometric solution
ത്രികോണമിതി രൂപാന്തരം,trigonometric transformation
ത്രികോണമിതി,trigonometry
ട്രിപ്പിൾ,triple
