Hindi,Tamil
समत्रिभाजित करना,முக்கோணம்
समत्रिभाजन,முக்கோணம்
कोण का समत्रिभाजन,ஒரு கோணத்தின் முக்கோணம்
तच्छ रूप,அற்ப வடிவம்
तुच्छ संस्थिति,அற்பமான இடவியல்
कर्क-रेखा,கடகரேகை
मकर-रेखा,மகர ரேகை
क्षोभमंडल,வெப்ப மண்டலம்
यथार्थ माध्य,உண்மையான அர்த்தம்
यथार्थ बहुलक,உண்மையான முறை
"लूनाग्र, रुंडित",துண்டிக்கப்பட்டது
"रुंडित शंकु, छिन्न शंकु",துண்டிக்கப்பட்ட கூம்பு
छिन्न बंटन,துண்டிக்கப்பட்ட விநியோகம்
छिन्न बारंबारता बंटन,துண்டிக்கப்பட்ட அதிர்வெண் விநியோகம்
"छेदन, छिन्नकरण, रुंडन, लूनाग्रता",துண்டித்தல்
रुंडन,துண்டிப்பு பிழை
"यथार्थता, सत्यता",உண்மை
सत्यमान फलन,உண்மை செயல்பாடு
सत्यमान सारणी,உண்மை அட்டவணை
सत्यमान,உண்மை மதிப்பு
t-प्रतिदर्शज,t-புள்ளிவிவரம்
t-परीक्षण,டி-சோதனை
प्रक्षोभ सिद्धांत,கொந்தளிப்பு கோட்பாடு
वर्तन बिंदु,திருப்பு முனை
"ऐंठन, मरोड़, व्यावर्तन , ट्विस्ट",திருப்பம்
"व्यावर्तित वक्र, असमतली वक्र",முறுக்கப்பட்ட வளைவு
द्विविम,இரு பரிமாண
