Odiya,Punjabi
ସଙ୍କେତର ପ୍ରଶସ୍ତତା |,ਸੰਕੇਤ ਐਪਲੀਟਿ .ਡ
ସଙ୍କେତ ପ୍ରବାହର ଗ୍ରାଫ୍ |,ਸੰਕੇਤ ਗ੍ਰਾਫ
ସଙ୍କେତ ଜେନେରେଟର |,ਸਿਗਨਲ ਜੇਨਰੇਟਰ
ସଙ୍କେତ ଆଲୋକ,ਸਿਗਨਲ ਲਾਈਟ
ସଙ୍କେତ ରୁଟିବା |,ਸਿਗਨਲ ਰੂਟਿੰਗ
ସଙ୍କେତ ଶକ୍ତି,ਸੰਕੇਤ ਸ਼ਕਤੀ
ଟକ୍ ଅନୁପାତ ଅତିକ୍ରମ କରିବାକୁ ସଙ୍କେତ |,ਟਾਕ ਦੇ ਅਨੁਪਾਤ ਨੂੰ ਪਾਰ ਕਰਨ ਲਈ ਸੰਕੇਤ
ଶବ୍ଦ ଅନୁପାତ ପାଇଁ ସଙ୍କେତ |,ਸ਼ੋਰ ਅਨੁਪਾਤ ਨੂੰ ਸੰਕੇਤ
ମରାମତି ଶବ୍ଦ ଅନୁପାତକୁ ସଙ୍କେତ |,ਨਿਰਵਿਘਨ ਸ਼ੋਰ ਅਨੁਪਾਤ ਦੇ ਸੰਕੇਤ
ସଙ୍କେତ ଏବଂ ସୁଇଚ୍ କରିବା |,ਸੰਕੇਤ ਅਤੇ ਬਦਲਣਾ
ବିଟ୍ ସିଗନାଲ୍,ਸੰਕੇਤ
ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ପାର୍ଶ୍ୱଗୁଡିକ |,ਮਹੱਤਵਪੂਰਨ ਸਾਈਡਬੈਂਡ
ସିମ୍ପଲେକ୍ସ,ਸਧਾਰਨ
ଅନୁକରଣ,ਸਿਮੂਲੇਸ਼ਨ
ସିମୁଲେଟର,ਸਿਮੂਲੇਟਰ
ସିମୁକା ଦୃଶ୍ୟ,ਸਿਮੂਕਲਕਾਸਟ
ଏକକାଳୀନ ମାସ୍କିଂ |,ਸਿਮਟਲ ਮਾਸਕਿੰਗ
ସାଇନ୍ସ ଉପାଦାନ |,ਸਿਨ ਕੰਪੋਨੈਂਟ
ସିନ୍ ତରଙ୍ଗ |,ਸਿਨ ਲਹਿਰ
ଏକ ଫ୍ରିକ୍ୱେନ୍ସି ନେଟୱାର୍କ |,ਸਿੰਗਲ ਫ੍ਰੀਕੁਐਂਸੀ ਨੈਟਵਰਕ
ଏକକ ପର୍ଯ୍ୟାୟ ମୋଟର |,ਸਿੰਗਲ ਪੜਾਅ ਮੋਟਰ
ସାଇଟ୍ |,ਸਾਈਟ
ସାଇଟ୍ ଲେଆଉଟ୍ ଯୋଜନା |,ਸਾਈਟ ਲੇਆਉਟ ਯੋਜਨਾ
କୁଶଳୀ ଅପରେଟର |,ਕੁਸ਼ਲ ਆਪਰੇਟਰ
ଦୂରତା ଛାଡିଦିଅ |,ਦੂਰੀ ਛੱਡੋ
ଆକାଶ ତରଙ୍ଗ |,ਅਸਮਾਨ ਵੇਵ
ଆକାଶ ତରଙ୍ଗ ପ୍ରସାର |,ਸਕਾਈ ਵੇਵ ਪ੍ਰਸਾਰ
ଅଳ୍ଡ଼ା,ਸਲੈਬ
ସ୍ଲାଣ୍ଟ ପଥ,ਸਲੇਂਟ ਮਾਰਗ
ସ୍ଲଟ୍,ਸਲਾਟ
ସ୍ମାର୍ଟ କାର୍ଡ |,ਸਮਾਰਟ ਕਾਰਡ
ସୋଡିୟମ୍ ବାଷ୍ପ ପ୍ରଦୀପ |,ਸੋਡੀਅਮ ਭਾਫ ਦੀਵੇ
ସଫ୍ଟ କି,ਸਾਫਟ ਕੁੰਜੀ
ସଫ୍ଟୱେର୍,ਸਾਫਟਵੇਅਰ
ସ ar ର କାର୍ଯ୍ୟକଳାପ |,ਸੋਲਰ ਐਕਟੀਵਿਟੀ
ସୌର ଶକ୍ତି,ਸੂਰਜੀ ਊਰਜਾ
ସ ar ର ଜ୍ୟାକ |,ਸੋਲਰ ਫਲੇਅਰਜ਼
ସ olar ର ଚାଳିତ |,ਸੋਲਰ ਸੰਚਾਲਿਤ
କଠିନ ଅବସ୍ଥା |,ਠੋਸ ਰਾਜ
କଠିନ ରାଜ୍ୟ ସଂରକ୍ଷଣ |,ਠੋਸ ਰਾਜ ਭੰਡਾਰ
କଠିନ ରାଜ୍ୟ ଟ୍ରାନ୍ସମିଟର |,ਠੋਸ ਰਾਜ ਟ੍ਰਾਂਸਮੀਟਰ
ସର୍ଟ କରନ୍ତୁ |,ਕ੍ਰਮਬੱਧ
ଶବ୍ଦ,ਆਵਾਜ਼
ଧ୍ୱନି ଅବଶୋଷଣ,ਆਵਾਜ਼ ਸਮਾਈ
ଧ୍ୱନି ସନ୍ତୁଳନ |,ਧੁਨੀ ਸੰਤੁਲਨ
ଧ୍ୱନି ଡିଟେକ୍ଟର |,ਸਾ ound ਂਡ ਡਿਟੈਕਟਰ
ଶବ୍ଦ ମିକ୍ସର୍ |,ਆਵਾਜ਼ ਮਿਕਸਰ
ଶବ୍ଦ ଦୃଷ୍ଟିକୋଣ |,ਧੁਨੀ ਪਰਿਪੇਖ
ଶବ୍ଦ ଶକ୍ତି,ਆਵਾਜ਼ ਦੀ ਸ਼ਕਤੀ
ଶବ୍ଦ ପ୍ରମାଣ,ਆਵਾਜ਼ ਦਾ ਸਬੂਤ
ଶବ୍ଦ ରେକର୍ଡିଂ |,ਧੁਨੀ ਰਿਕਾਰਡਿੰਗ
ଶବ୍ଦ ପ୍ରତିଫଳନ,ਆਵਾਜ਼ ਦੇ ਪ੍ਰਤੀਬਿੰਬ
ସାଉଣ୍ଡ ଟ୍ରାନ୍ସମିସନ୍ ନଷ୍ଟ |,ਆਵਾਜ਼ ਦਾ ਸੰਚਾਰ ਦਾ ਨੁਕਸਾਨ
ଉତ୍ସ,ਸਰੋਤ
ଉତ୍ସ ଏନକୋଡର୍ |,ਸਰੋਤ ਇਕੋਡਰ
ସ୍ଥାନ,ਸਪੇਸ
ସ୍ପେସ୍ ବିବିଧତା |,ਸਪੇਸ ਵਿਭਿੰਨਤਾ
ସ୍ପେସ୍ ଟେଲକାସିଂ |,ਸਪੇਸ ਟੈਲੀਾਸਟਿੰਗ
ସ୍ପେସ୍ ତରଙ୍ଗ |,ਸਪੇਸ ਵੇਵ
ବ୍ୟବଧାନ,ਸਪੇਸਿੰਗ
Spam,ਸਪੈਮ
Spaminging,ਸਪੈਮਿੰਗ
ସ୍ପାନ୍,ਦੀ ਮਿਆਦ
ଖାଲି ବିଟ୍,ਖਾਲੀ ਬਿੱਟ
ଖର୍ଚ୍ଚ କରିଛନ୍ତି |,ਸਪੇਅਰਸ
ଛଡ଼ାଇବା,ਸਪਾਰਕਿੰਗ
ସ୍ଥାନଟି,ਸਥਾਨਿਕ
ସ୍ଥାନିକ ପ୍ରଭାବ,ਸਥਾਨਿਕ ਪ੍ਰਭਾਵ
ସ୍ଥାନିକ ଅନାବଶ୍ୟକତା |,ਸਥਾਨਿਕ ਬੇਲੋੜੀ
ବିଶେଷ ପ୍ରଭାବ,ਖਾਸ ਪ੍ਰਭਾਵ
ବିଶେଷ ପ୍ରଭାବ ଏମ୍ପଲିଫାୟର୍ |,ਵਿਸ਼ੇਸ਼ ਪ੍ਰਭਾਵ amplifier
ବିଶେଷକରଣ,ਮੁਹਾਰਤ
ନିର୍ଦ୍ଦିଷ୍ଟକରଣ,ਨਿਰਧਾਰਨ
ସ୍ପେକ୍ଟ୍ରାଲ୍ ଅବଶୋଷଣ |,ਸਪੈਕਟ੍ਰਲ ਸਮਾਈ
ସ୍ପେକ୍ଟାଲ୍ ବ୍ୟାଣ୍ଡ ନକଲ |,ਸਪੈਕਟ੍ਰਲ ਬੈਂਡ ਪ੍ਰਤੀਕ੍ਰਿਤੀ
ସ୍ପେକ୍ଟାଲ୍ ବଣ୍ଟନ |,ਸਪੈਕਟ੍ਰਲ ਡਿਸਟ੍ਰੀਬਿ .ਸ਼ਨ
ସ୍ପେକ୍ଟାଲ୍ ଅନାବଶ୍ୟକତା |,ਸਪੈਕਟ੍ਰਲ ਰੀਡੰਡੈਂਸੀ
ସ୍ପେକ୍ଟ୍ରୋଫୋଟୋମିଟର |,ਸਪੈਕਟ੍ਰੋਫੋਫੋਮੀਟਰ
ସ୍ପେକ୍ଟ୍ରୋସ୍କୋପ୍ |,ਸਪੈਕਟਰੋਸਕੋਪ
ସ୍ପେକ୍ଟ୍ରମ୍,ਸਪੈਕਟ੍ਰਮ
ସ୍ପେକ୍ଟ୍ରମ୍ରମ୍ ଆନାଲିଜର୍ |,ਸਪੈਕਟ੍ਰਮ ਵਿਸ਼ਲੇਸ਼ਕ
ସ୍ପେକ୍ଟ୍ରମ୍ ଶୋପିଂ |,ਸਪੈਕਟ੍ਰਮ ਸ਼ਿਪਿੰਗ
ବକ୍ତବ୍ୟ ଆରିକିକ୍ୟୁଲେସନ୍,ਬੋਲਣ ਦੇ ਦੋਸ਼
ବକ୍ତବ୍ୟ ଚ୍ୟାନେଲ |,ਸਪੀਚ ਚੈਨਲ
ବକ୍ତବ୍ୟ ସଙ୍କୋଚନ |,ਸਪੀਚ ਕੰਪਰੈਸ਼ਨ
ବକ୍ତବ୍ୟ ଏନକୋଡିଂ |,ਸਪੀਚ ਇੰਕੋਡਿੰਗ
ବାଣୀ ଚିହ୍ନିବା,ਭਾਸ਼ਣ ਪਛਾਣ
ସ୍ପିନ୍,ਸਪਿਨ
Spiral,ਸਪਿਰਲ
ସ୍ପ୍ଲୋର୍ସିଂ |,ਸਪਲਿਕ
ସ୍ପ୍ଲିଟର,ਸਪਲਿਟਰ
Spol,ਸਪੂਲ
Sporadic,ਛੂਤਕਾਰੀ
ସ୍ପଟ୍ ବିମ୍ |,ਸਪਾਟ ਬੀਮ
ସିଟ୍ ବିସ୍ତାର କରନ୍ତୁ |,ਸਮਾਜੀ ਸ਼ੀਟ
ଭ୍ରାନ୍ତ ଏବଂ ହରମୋନିକ୍ ବିକିରଣ |,ਉਤਸ਼ਾਹੀ ਅਤੇ ਹਾਰਮੋਨਿਕ ਰੇਡੀਏਸ਼ਨ
ଭେଦଲ ପାର୍ଶ୍ୱ ବାରମ୍ବାର |,ਉਤਸ਼ਾਹੀ ਸਾਈਡਬੈਂਡ ਬਾਰੰਬਾਰਤਾ
ଭିଡିଓ ଚିପିଦେଲା |,ਨਿਚੋੜਿਆ ਵੀਡੀਓ
ଷ୍ଟାପ୍ କରିବା |,ਮੋਹਰਿੰਗ
ଷ୍ଟାଣ୍ଡାର୍ଡ ସଫ୍ଟୱେର୍ |,ਸਟੈਂਡਰਡ ਸਾੱਫਟਵੇਅਰ
ମାନକ,ਮਾਨਕੀਕਰਨ
ସମର୍ଥନ,ਨਾਲ ਖਲੋਣਾ
ଷ୍ଟାଣ୍ଡବାଇ ଉପକରଣ |,ਸਟੈਂਡਬਾਏ ਉਪਕਰਣ
ଠିଆ ହୋଇଥିବା ତରଙ୍ଗ |,ਖੜ੍ਹੇ ਲਹਿਰ
ଠିଆ ହୋଇଥିବା ତରଙ୍ଗ ଅନୁପାତ |,ਖੜ੍ਹੇ ਲਹਿਰ ਦਾ ਅਨੁਪਾਤ
ଟର୍କ ଆରମ୍ଭ କରିବା |,ਟਾਰਕ ਦੀ ਸ਼ੁਰੂਆਤ
ଷ୍ଟାର୍ଟ-ଷ୍ଟପ୍ |,ਸਟਾਰਟ-ਸਟਾਪ
ପରିସଂଖ୍ୟାନ,ਸਥਿਰ
ପରିସଂଖ୍ୟାନ ପଦ୍ଧତି |,ਅੰਕੜਾ ਵਿਧੀ
ସ୍ଥିତି,ਸਥਿਤੀ
ସ୍ଥିତି ସୂଚକ,ਸਥਿਤੀ ਦਾ ਸੰਕੇਤ
ସ୍ଥିର,ਸਥਿਰ
ଷ୍ଟେରିଓ,ਸਟੀਰੀਓ
ଷ୍ଟେରିଓ ସନ୍ତୁଳନ |,ਸਟੀਰੀਓ ਬੈਲੰਸ
ଷ୍ଟେରିଓ ଏନକୋଡର୍ |,ਸਟੀਰੀਓ ਏਨਕੋਡਰ
ଷ୍ଟେରିଓ ଜେନେରେଟର |,ਸਟੀਰੀਓ ਜਰਨੇਟਰ
ଷ୍ଟେରିଓ ମୋଡ୍ |,ਸਟੀਰੀਓ ਮੋਡ
ଷ୍ଟେରିଓ ଟ୍ରାନ୍ସମିସନ୍ |,ਸਟੀਰੀਓ ਟ੍ਰਾਂਸਮਿਸ਼ਨ
ଷ୍ଟେରିଓଫୋନିକ୍ ଧ୍ୱନି ପ୍ରଜନନ |,ਸਟੀਰੀਓਫੋਨਿਕ ਸਾ sound ਂਡ ਪ੍ਰਜਨਨ
ଷ୍ଟେରିଓଫୋନୀ |,ਸਟੀਰੀਫੋਨ
ଷ୍ଟେରିଓସ୍କୋପି |,ਸਟੀਰੀਓਸਕੋਪੀ
ତଥାପି ଚିତ୍ର,ਅਜੇ ਵੀ ਤਸਵੀਰ
ଉତ୍ସାହ,ਉਤੇਜਨਾ
ଷ୍ଟପବ୍ୟାଣ୍ଡ |,ਸਟਾਪਬੈਂਡ
ସଂରକ୍ଷଣ,ਸਟੋਰੇਜ
ସଂରକ୍ଷଣ ବ୍ୟାଟେରୀ କୋଠରୀ |,ਸਟੋਰੇਜ ਬੈਟਰੀ ਕਮਰਾ
ସଂରକ୍ଷଣ ଉପକରଣ,ਸਟੋਰੇਜ਼ ਡਿਵਾਈਸ
ଷ୍ଟ୍ରାଟୋସପେରେଜେରେ,ਸਟ੍ਰੈਟੋਸਫਾਇਰ
ପ୍ରବାହିତ,ਸਟ੍ਰੀਮਿੰਗ
ବିସ୍ତାର,ਖਿੱਚੋ
ଷ୍ଟ୍ରିଙ୍ଗ,ਸਤਰ
ଗଠନମୂଳକ,Struct ਾਂਚਾਗਤ
ଷ୍ଟୁଡିଓ ବ୍ଲକ୍ |,ਸਟੂਡੀਓ ਬਲਾਕ
ଷ୍ଟୁଡିଓ ସେଣ୍ଟର୍ |,ਸਟੂਡੀਓ ਸੈਂਟਰ
ଷ୍ଟୁଡିଓ ଲାଇଟ କରିବା |,ਸਟੂਡੀਓ ਲਾਈਟਿੰਗ
ଷ୍ଟୁଡିଓ ମନିଟର |,ਸਟੂਡੀਓ ਮਾਨੀਟਰ
ଷ୍ଟାଇଲସ୍,ਸਟਾਈਲਸ
ସବ୍ ବ୍ୟାଣ୍ଡ ଏନକୋଡିଂ |,ਸਬਬੈਂਡ ਇੰਕੋਡਿੰਗ
ସବବ୍ୟାଣ୍ଡ ମାସ୍କିଂ |,ਸਬ-ਐਂਡ ਟੌਕਿੰਗ
ସବବ୍ୟାଣ୍ଡ ନମୁନାଗୁଡିକ |,ਸਬ-ਐਂਡ ਨਮੂਨ ਨਮੂਨ
ସବନେଟ,ਸਬਨੈੱਟ
ଅଭିଶାପ,ਸਬਸੈਂਪਲਿੰਗ
ଗ୍ରାହକ |,ਗਾਹਕ
ହଠାତ୍ ଆଇଓନୋସେପ୍ର୍ ବ୍ୟାଘାତ |,ਅਚਾਨਕ ਆਇਯੋਸਫਾਇਰ ਗੜਬੜੀ
ସନ୍ ସ୍ପଟ୍ କାର୍ଯ୍ୟକଳାପ |,ਸਨ ਸਪਾਟ ਐਕਟੀਵਿਟੀ
ସୁପର ପାୱାର୍ ଟ୍ରାନ୍ସମିଟର |,ਸੁਪਰ ਪਾਵਰ ਟ੍ਰਾਂਸਮੀਟਰ
ସୁପର ନମେଲିଙ୍ଗ୍ |,ਸੁਪਰ ਨਮੂਨਾ
ସୁପର ସକେଟ୍ |,ਸੁਪਰ ਸਾਕਟ
ସୁପରହିଟ୍ ବାଷ୍ପ |,ਸੁਪਰਹੀਡ ਭਾਫ
ସୁପରହିଟେରାଇଜ୍ |,ਸੁਪਰਹਿਰੀਟਰੋਡੀਅਨ
ସୁପରହିଟ୍ ରେଡର୍ କନଭର୍ଟର |,ਸੁਪਰਹੀਡੀਨੀ ਕਨਵਰਟਰ
ସୁପରହିଟ୍ ରେଡିନ୍ ରିସିଭର୍ |,ਸੁਪਰਹਿਰੀਡੀਨੀ ਰੀਸੀਵਰ
ସୁପରମାସିଡ୍ (କରେଣ୍ଟ),ਬਹੁਤ ਜ਼ਿਆਦਾ (ਮੌਜੂਦਾ)
ସୁପିର୍ସିଂସନନ୍,ਸੁਪਰਿਸ਼ਨ
ସୁପ୍ୟୁପସନ୍,ਸੁਪਰਪੋਜ਼ੀਸ਼ਨ
ସୁପରସୋନିକ୍ |,ਸੁਪਰਸੋਨਿਕ
ଯୋଗାଣ ନଳୀ |,ਸਪਲਾਈ ਨਲੀ
ଦମନ ଗ୍ରୀଡ୍,ਦਬਾਅ ਗਰਿੱਡ
ଭୂପୃଷ୍ଠ ଶବ୍ଦ,ਸਤਹ ਸ਼ੋਰ
ଭୂପୃଷ୍ଠ ତରଙ୍ଗ |,ਸਤਹ ਵੇਵ
ସର୍ଫିଙ୍ଗ୍,ਸਰਫਿੰਗ
ସର୍ଜନ,ਵਾਧਾ
ଆଖପାଖ,ਮਾਹੌਲ
ସଂଗୃହିତ,ਸੰਵੇਦਨਸ਼ੀਲ
ସ୍ଥଗିତତା,ਸੰਵੇਦਨਸ਼ੀਲਤਾ
ନିଲମ୍ବିତ |,ਮੁਅੱਤਲ ਕੀਤਾ ਗਿਆ
ଅଦଳବଦି,ਸਵੈਪ
Sapep ସର୍କିଟ୍ |,ਸਵੀਪ ਸਰਕਟ
ସୁଇଚ୍,ਸਵਿੱਚ
ସୁଇଚ୍ ବୋର୍ଡ,ਸਵਿੱਚ ਬੋਰਡ
ନିୟନ୍ତ୍ରଣ ୟୁନିଟ୍ ଉପରେ ସୁଇଚ୍ କରନ୍ତୁ |,ਕੰਟਰੋਲ ਯੂਨਿਟ ਤੇ ਬਦਲੋ
ସୁଇଚ୍,ਬਦਲਣਾ
ପ୍ରତୀକ ହାର,ਪ੍ਰਤੀਕ ਰੇਟ
ସମୃଦ୍ଧ,ਸਮਮਿਤੀ
ସିଙ୍କ୍ (ସିଙ୍କ୍ରୋନସ୍),ਸਿੰਕ (ਸਮਕਾਲੀ)
ସିନ୍ଙ୍କ୍ ପଲ୍ସ |,ਸਿੰਕ ਪਲਸ
ସିଙ୍କ ସ୍ଥାନାନ୍ତର |,ਸਿੰਕ ਟ੍ਰਾਂਸਫਰ
ସିଙ୍କ୍ରୋନାଇଜେସନ୍,ਸਮਕਾਲੀ
ସିଙ୍କ୍ରୋନାଇଜ୍ |,ਸਮਕਾਲੀ
ସିଙ୍କ୍ରୋନସ୍,ਸਮਕਾਲੀ
ସିଙ୍କ୍ରୋନୋସସ୍ ମୋଟର |,ਸਮਕਾਲੀ ਮੋਟਰ
Sionnergic,ਸਿੰਕ
ସିନିମ୍ଟିକ୍ |,ਸਿਨੇਰੈਗਿਸਟਿਕ
ସିନର୍ଜି,ਸਹਿਯੋਗੀ
ସିନଫାକ୍ଟିକ୍,ਸਿੰਡੀਕਟਿਕ
ବାକ୍ୟବିନ୍ୟାସ,ਸਿੰਟੈਕਸ
ବାକ୍ୟବିନ୍ୟାସ ତ୍ରୁଟି |,ਸਿੰਟੈਕਸ ਗਲਤੀ
ସିନ୍ଥେସିଜର,ਸਿੰਥੇਸਿਜ਼ਰ
ସିନ୍ଥେସିଜ୍ କାର୍ଡ |,ਸਿੰਥੇਸਾਈਜ਼ਰ ਕਾਰਡ
ସିଷ୍ଟମ୍,ਸਿਸਟਮ
ସିଷ୍ଟମ୍ପରଦ୍ଧତା |,ਸਿਸਟਮ ਆਰਕੀਟੈਕਚਰ
ସିଷ୍ଟମ୍ ଡିଜାଇନ୍ |,ਸਿਸਟਮ ਡਿਜ਼ਾਈਨ
ସିଷ୍ଟମ୍ ମେନୁ |,ਸਿਸਟਮ ਮੇਨੂ
ଟ୍ୟାଗ୍ |,ਟੈਗ
ଜବାବ୍ ଦେବା,ਵਾਪਸ ਗੱਲ
ଟେପ୍,ਚੇਪੀ
ଟେପ୍ ରେକର୍ଡର୍ |,ਟੇਪ ਰਿਕਾਰਡਰ
ଟେପ୍ କାଟିଙ୍ଗ୍ |,ਟੇਪ ਕੱਟਣਾ
ଟେପରେଡ୍ |,ਟੇਪਰਡ
ଲକ୍ଷ୍ୟ,ਟੀਚਾ
ଶୁଳ୍କ,ਟੈਰਿਫ
ଟାସ୍କ ବାର୍ |,ਟਾਸਕ ਬਾਰ
ଯାନ୍ତ୍ରିକ |,ਤਕਨੀਕੀ
ଯାନ୍ତ୍ରିକ ଚ୍ୟାଲେଞ୍ଜ |,ਤਕਨੀਕੀ ਚੁਣੌਤੀ
ଯାନ୍ତ୍ରିକ ବ features ଶିଷ୍ଟ୍ୟଗୁଡିକ |,ਤਕਨੀਕੀ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
ଯାନ୍ତ୍ରିକ ନିର୍ଦ୍ଦେଶାବଳୀ |,ਤਕਨੀਕੀ ਦਿਸ਼ਾ ਨਿਰਦੇਸ਼
ଯାନ୍ତ୍ରିକ ପାରାମିଟର,ਤਕਨੀਕੀ ਪੈਰਾਮੀਟਰ
ଯାନ୍ତ୍ରିକ ଗୁଣ,ਤਕਨੀਕੀ ਗੁਣ
ଯାନ୍ତ୍ରିକ ସ୍ନାଗ୍,ਤਕਨੀਕੀ ਸਨੈਗ
କ techni ଶଳ |,ਤਕਨੀਕ
ବ techn ଷୟିକ ପ୍ରତିବନ୍ଧକ |,ਤਕਨੀਕੀ ਰੋਕਥਾਮ
ଟେକ୍ନୋଲୋଜି,ਟੈਕਨੋਲੋਜੀ
ଟେକ୍ନୋଲୋଜି ମୂଲ୍ୟାଙ୍କନ |,ਟੈਕਨੋਲੋਜੀ ਮੁਲਾਂਕਣ
ଟେଲକାଷ୍ଟିଂ,ਟੈਲੀਕਾਬਿੰਗ
ଟେଲିକାଇନ୍,ਟੈਲੀਸਾਈਨ
ଟେଲିଗ୍ରାଫି,ਤਾਰ
ଟେଲିମେଟିକ୍ସ |,ਟੈਲੀਮੈਟਿਕਸ
ଟେଲିମିଂ,ਟੈਲੀਮੇਟਰਿੰਗ
ଟେଲିଫୋନ୍ |,ਟੈਲੀਫੋਨ
ଟେଲି ଟେକ୍ସଟ୍ କରନ୍ତୁ |,ਟੈਲੀਟੈਕਸਟ
ଟେଲିଭିଜନ |,ਟੈਲੀਵੀਜ਼ਨ
ତାପମାତ୍ରା,ਤਾਪਮਾਨ
ତାପମାତ୍ରା ନିୟନ୍ତ୍ରଣ |,ਤਾਪਮਾਨ ਨਿਯੰਤਰਣ
ସାମୟିକ,ਅਸਥਾਈ
ସାମାଜିକ ପରିଚାଳନା,ਅਸਥਾਈ ਪ੍ਰਬੰਧਨ
ସାମୟିକ ଅନାବଶ୍ୟକତା |,ਅਸਥਾਈ ਰਿਡੰਡੈਂਸੀ
ତନଯ ସକତୀ,ਲਚੀਲਾਪਨ
ଟେଣ୍ଟସାକ୍,ਤੰਬੂ
ଟେରାବାଇଟ୍ (tb),Terbyte (tb)
ଟର୍ମିନାଲ୍,ਅਖੀਰੀ ਸਟੇਸ਼ਨ
ଟର୍ମିନାଲ୍ ଆଡାପ୍ଟରଗୁଡିକ |,ਟਰਮੀਨਲ ਅਡੈਪਟਰ
ଟର୍ମିନାଲ୍ ଉପକରଣ |,ਟਰਮੀਨਲ ਉਪਕਰਣ
ସମାପ୍ତ,ਬੰਦ ਕਰਨਾ
ପ୍ରତିରୋଧକୁ ସମାପ୍ତ କରିବା |,ਵਿਰੋਧ ਖਤਮ ਕਰਨਾ
ସମାପ୍ତି,ਸਮਾਪਤੀ
ଟର୍ମିନାଟର,ਟਰਮੀਨੇਟਰ
ଭୂମି ପ୍ରୋଫାଇଲ୍ |,ਟੈਰੇਨ ਪ੍ਰੋਫਾਈਲ
ତୃତୀୟ ପବନ,ਤੀਸਰੀ ਹਵਾ
ପରୀକ୍ଷା,ਟੈਸਟ
ପରୀକ୍ଷା ତଥ୍ୟ,ਟੈਸਟ ਡੇਟਾ
ପରୀକ୍ଷା ପ୍ରତିଛବି,ਟੈਸਟ ਚਿੱਤਰ
ପରୀକ୍ଷା ସଙ୍କେତ,ਟੈਸਟ ਸਿਗਨਲ
ପରୀକ୍ଷକ,ਟੈਸਟਰ
ପରୀକ୍ଷା,ਟੈਸਟਿੰਗ
ପରୀକ୍ଷା ଏବଂ ମାପ |,ਟੈਸਟ ਅਤੇ ਮਾਪ
ଥର୍ମାଲ୍ ଶବ୍ଦ,ਥਰਮਲ ਸ਼ੋਰ
ଥର୍ମାଲ୍ ଓଭରଲୋଡ୍ ରିଲେ |,ਥਰਮਲ ਓਵਰਲੋਡ ਰੀਲੇਅ
ଥର୍ମୋନିଅନ୍ ରେକ୍ଟିଫାୟର୍ |,ਥ੍ਰਿਮਨੀਅਨਿਕ ਰੀਕ੍ਰਿਫਾਇਰ
ଥର୍ମୋକଲ୍,ਥਰਮੋਕੌਪਲ
ଥର୍ମୋମିଟର,ਥਰਮਾਮੀਟਰ
ଥର୍ମୋସାଟ,ਥਰਮੋਸਟੇਟ
ଥମ୍ବଲ୍ |,ਥਿੰਬਲ
ଥୋରାଟେଡ୍ ଫିଲାମେଣ୍ଟ |,ਥੋਰਿਆਇਟਡ ਤੰਦੂਰ
ସୂତା,ਧਾਗਾ
ତିନୋଟି ଚରଣ ଯୋଗାଣ |,ਤਿੰਨ ਪੜਾਅ ਦੀ ਸਪਲਾਈ
ତିନୋଟି ପର୍ଯ୍ୟାୟ ଟ୍ରାନ୍ସଫର୍ମର |,ਤਿੰਨ ਪੜਾਅ ਦੇ ਟ੍ਰਾਂਸਫਾਰਮਰ
ଥ୍ରେସହୋଲ୍ଡ,ਥ੍ਰੈਸ਼ੋਲਡ
ଗଳା ମାଇକ୍ରୋଫୋନ୍ |,ਗਲੇ ਮਾਈਕ੍ਰੋਫੋਨ
ଥ୍ରଷ୍ଟ,ਜ਼ੋਰ
ତୁମର ଅସୀର୍ୟ,ਥਾਈਰਾਟਰੋਨ
ତୁମର,ਥਾਈਅਰਿਸਟੋਰ
ଟିଲ୍ଟ,ਝੁਕਾਅ
ଟିମ୍ବ୍ରେ |,ਟੈਂਬਰ
ସମୟ,ਸਮਾਂ
ସମୟ ବେସ୍,ਟਾਈਮ ਬੇਸ
ସମୟ କୋଡ଼,ਟਾਈਮ ਕੋਡ
ସମୟ ସ୍ଥିର,ਸਮਾਂ ਨਿਰੰਤਰ
ସମୟ ବିଳମ୍ବ |,ਸਮਾਂ ਦੇਰੀ
ସମୟ ଡୋମେନ୍ |,ਸਮਾਂ ਡੋਮੇਨ
ସମୟ ନମୁନା |,ਸਮੇਂ ਦਾ ਨਮੂਨਾ
ସମୟ ପ୍ରସାରିତ ସମୟ |,ਵਸਨੀ
ଟାଇମର୍,ਟਾਈਮਰ
ଆଖ୍ୟା ଦଣ୍ଡିକା |,ਟਾਈਟਲ ਬਾਰ
ଏବଂ ଫ୍ରୋ ମୋସନ୍ |,ਨੂੰ ਅਤੇ ਵਾਪਸ ਮੋਸ਼ਨ
ସୁଇଚ୍ ଟୋଗଲ୍ କରନ୍ତୁ |,ਟੌਗਲ ਸਵਿਚ
ଟୋକେନ୍ ରିଙ୍ଗ୍ ନେଟୱାର୍କ |,ਟੋਕਨ ਰਿੰਗ ਨੈਟਵਰਕ
ସହନଶୀଳତା,ਸਹਿਣਸ਼ੀਲਤਾ
ସ୍ୱର ନିୟନ୍ତ୍ରଣ |,ਟੋਨ ਕੰਟਰੋਲ
ସାଧନ ବାର୍ |,ਟੂਲ ਬਾਰ
ସାଧନଗୁଡ଼ିକ |,ਸੰਦ
ଦାନ୍ତ,ਦੰਦ
ଟପୋଲୋଜି |,ਟੋਪੋਲੋਜੀ
