Hindi,Assamese
ऐकिक विधि,একক পদ্ধতি
एकक गोलक,ইউনিট বল
"एकक सेल, एकक कोष्ठिका, मात्रक कोष्ठिका",একক কোষ
एकांक वृत्त,একক বৃত্ত
तत्समक अवयव,একক উপাদান
एकक फलन,একক কাৰ্য্য
एकांक द्रव्यमान,একক ভৰ
"एकांक मैट्रिक्स, तत्समकारी आव्यूह",একক মেট্ৰিক্স
मानकीकृत प्रसामान्य विचर,unit normal variate(=মানক স্বাভাৱিক ভেৰিয়েট)
एकक गोलक,একক গোলক
एकक पग फलन,ইউনিট ষ্টেপ ফাংচন
इकाई सदिश,একক ভেক্টৰ
एकांक आयतन,একক আয়তন
"एक, तत्समक",ঐক্য
तत्समक अवयव,unity element(=পৰিচয় উপাদান =একক উপাদান)
एकविचर,একচলকীয়
एकविचर प्रसामान्य बंटन,একচলকীয় স্বাভাৱিক বিতৰণ
सार्वत्रिक,সাৰ্বজনীন
सार्वत्रिक नियतांक,সাৰ্বজনীন ধ্ৰুৱক
सार्वत्रिक गुरुत्वाकर्षण,সাৰ্বজনীন মহাকৰ্ষণ
समष्टीय समुच्चय,ইউনিভাৰ্চেল ছেট
" विश्व , समष्टि",বিশ্বব্ৰহ্মাণ্ড
अज्ञात,অজ্ঞাত
अज्ञात राशि,অজ্ঞাত পৰিমাণ
" विपरीत , विजातीय",বিপৰীতমুখী
विजातीय पद,চৰ্তৰ দৰে নহয়
असीमित,সীমাহীন
अस्थायी,অস্হিৰ
असममित,অসমতাপূৰ্ণ
असममित द्वैत समस्या,অসমতাপূৰ্ণ দ্বৈত সমস্যা
शिरोरेखा,ওপৰৰ বাৰ
उपरिसीमा,ওপৰৰ সীমা
उच्च अवकलज,ওপৰৰ ব্যুৎপত্তি
उच्च समाकल,ওপৰৰ অখণ্ড
समाकलन की उपरिसीमा,সংহতিৰ উচ্চ সীমা
गुरुचतुर्थक,ওপৰৰ চতুৰ্থাংশ
उपरि रीमान समाकलन,ওপৰৰ Rieman অবিচ্ছেদ্য
उपरि सामिसांतत्य,ওপৰৰ অৰ্ধনিৰন্তৰতা
उपरि योग,ওপৰৰ যোগফল
उपरि त्रिभुज आव्यूह,ওপৰৰ ত্ৰিভুজ মেট্ৰিক্স
उपरिमखी त्वरण,ওপৰলৈ ত্বৰণ
उपरिमुखी गति,ওপৰলৈ গতি
यूरीजोन प्रमेयिका,উৰিছনৰ লেমা
U-रूप वक्र,U আকৃতিৰ বক্ৰ
साधारण दूरीक,সাধাৰণ মেট্ৰিক
साधारण संस्थिति,সাধাৰণ টপোলজি
"उपयोगिता, उपयोग",কামৰ বস্তু
उपयोगिता फलन,ইউটিলিটি ফাংচন
उपयोगिता अधिकतमीकरण,উপযোগিতা সৰ্বাধিককৰণ
uv-विधि,uv-পদ্ধতি
रिक्त समुच्चय,শূন্য ছেট
"वैघता, मान्यता",বৈধতা
परीक्षण-मान्यता,পৰীক্ষাৰ বৈধতা
"मूल्य, मान",মান
मान-फलन,মান ফলন
खेल का मान,এটা খেলৰ মূল্য
" चर , परिवर्तनशील,परिवर्ती",লৰৃ - চৰ হৈ থকা
चर क्षेत्र,ভেৰিয়েবল ফিল্ড
समाकलन चर,সংহতিৰ চলক
चर प्राचल,ভেৰিয়েবল পেৰামিটাৰ
प्रसरण,ভ্যাৰিয়েন্স
प्रसरण-सहप्रसरण आव्यूह,ভ্যাৰিয়েন্স-সহভেৰিয়েন্স মেট্ৰিক্স
प्रसरण आकल,ভ্যাৰিয়েন্স অনুমান
प्रसरण आव्यूह,ভ্যাৰিয়েন্স মেট্ৰিক্স
विचर,ভিন্নতা
प्राचल विचरण,প্ৰাচলৰ তাৰতম্য
का अनुक्रमानुपाती होना,পোনপটীয়াকৈ ভিন্ন হয়
का परोक्षानुपाती होना,পৰোক্ষভাৱে ভিন্ন হয় যেনে
परिवर्ती,ভিন্নতাপূৰ্ণ
"सदिश, वेक्टर",ভেক্টৰ
सदिश योग,ভেক্টৰ সংযোজন
सदिश बीजगणित,ভেক্টৰ বীজগণিত
सदिश विश्लेषण,ভেক্টৰ বিশ্লেষণ
सदिश कलन,ভেক্টৰ কেলকুলাছ
सदिश घटक,ভেক্টৰ উপাদান
सदिश संयोजन,ভেক্টৰ গঠন
सदिश अवकलज,ভেক্টৰ ডেৰাইভেটিভ
सदिश आरेख,ভেক্টৰ ডায়াগ্ৰাম
सदिश क्षेत्र,ভেক্টৰ ক্ষেত্ৰ
सदिश फलन,ভেক্টৰ ফাংচন
सदिश समाकलन,ভেক্টৰ সংহতি
सदिश गुणन,ভেক্টৰ গুণন
"वेक्टर संकारक, सदिश संकारक",ভেক্টৰ অপাৰেটৰ
सदिश समष्टि,ভেক্টৰ স্থান
सदिश योग,ভেক্টৰ যোগফল
आधार प्रवेशी सदिश,ভিত্তি প্ৰৱেশ কৰিবলৈ ভেক্টৰ
आधार त्यागी सदिश,ভিত্তি এৰি যাবলৈ ভেক্টৰ
सदिश त्रिभुज,ভেক্টৰ ত্ৰিভুজ
सदिश मान रूप,ভেক্টৰ মূল্যযুক্ত ৰূপ
वेग,বেগ
वेग घटक,বেগ উপাদান
वेग स्थिरांक,বেগ ধ্ৰুৱক
वेग वक्र,বেগ বক্ৰ
वेग समीकरण,বেগ সমীকৰণ
वेग प्रोफाइल,বেগ প্ৰফাইল
वेग सदिश,বেগ ভেক্টৰ
वेग आरेख,ভেন ডায়াগ্ৰাম
सत्यापनीय,পৰীক্ষাযোগ্য
वर्नियर कैलिपर्स,ভাৰ্নিয়াৰ কেলিপাৰ
शीर्ष,শিখৰ
शीर्ष कोण,উলম্ব কোণ
