Tamil,Bengali
சராசரியாக காத்திருந்தார்,অপেক্ষা করা মানে
காத்திருக்கும் நேரம்,অপেক্ষার সময়
சுவர் தரம்,প্রাচীর গ্রেড
சூடான மறுதொடக்கம்,উষ্ণ পুনঃসূচনা
கழிவு பட்டை அகலம்,বর্জ্য ব্যান্ড প্রস্থ
நீர்வீழ்ச்சி மாதிரி,জলপ্রপাত মডেল
அலை அலையானது,ওয়েভলেট
அலை பட சுருக்கம்,তরঙ্গায়িত ইমেজ কম্প্রেশন
அலைவரிசை மாற்றம்,তরঙ্গায়িত রূপান্তর
பலவீனமான நிறுவனம்,দুর্বল সত্তা
வலை,ওয়েব
இணைய முகவரி,ওয়েব ঠিকানা
வலை எழுதுதல்,ওয়েব অথরিং
இணைய உலாவி,ওয়েব ব্রাউজার
இணைய பக்கம்,ওয়েব পেজ
இணைய சேவையகம்,ওয়েব সার্ভার
இணையதளம்,ওয়েব সাইট
web-enabld பயன்பாடு,ওয়েব-সক্ষম অ্যাপ্লিকেশন
இணையம் இயக்கப்பட்டது,ওয়েব-সক্ষম
எடையுள்ள வரைபடம்,ওজনযুক্ত গ্রাফ
நன்றாக இணைக்கப்பட்டுள்ளது,ভালভাবে সংযুক্ত
நன்கு உருவாக்கப்பட்ட சூத்திரம்,সুগঠিত সূত্র
நன்கு வரிசைப்படுத்தப்பட்ட தொகுப்பு,ভাল অর্ডার সেট
வெட்வேர்,ওয়েটওয়্যার
வீட்ஸ்டோன் பெஞ்ச் மார்க்,wheatstone বেঞ্চ চিহ্ন
சக்கரம்,চাকা
லூப் போது,যখন লুপ
வெள்ளை பெட்டி சோதனை,সাদা বক্স পরীক্ষা
வெள்ளை ஒளி,সাদা আলো
வெள்ளை சத்தம்,সাদা গোলমাল
பரந்த பகுதி நெட்வொர்க் (WAN),ওয়াইড এরিয়া নেটওয়ার্ক (WAN)
பரந்த பகுதி நெட்வொர்க் (WAN),ওয়াইড এরিয়া নেটওয়ার্ক (WAN)
பரந்த இசைக்குழு,প্রশস্ত ব্যান্ড
காட்டு அட்டை,ওয়াইল্ড কার্ড
பலவீனமானவன்,উইম্প
வெற்றி,জয়
zip வெற்றி,জিপ জয়
ஜன்னல்,জানলা
ஜன்னல்,জানালা
விண்டோஸ்,উইন্ডোজ
விண்டோஸ் எக்ஸ்ப்ளோரர்,উইন্ডোজ এক্সপ্লোরার
விண்டோஸ் என்.டி,উইন্ডোজ এনটি
கம்பி சட்ட மாதிரி,তারের ফ্রেম মডেল
கம்பி அச்சுப்பொறி,তারের প্রিন্টার
கம்பி தர்க்கம்,তারযুক্ত যুক্তি
வயர்லெஸ் நம்பகத்தன்மை (வைஃபை),বেতার বিশ্বস্ততা (wi Fi)
வயர்லெஸ் லேன்,বেতার ল্যান
வயர்லெஸ் டிரான்ஸ்மிஷன்,বেতার ট্রান্সমিশন
மந்திரவாதி,উইজার্ড
சொல்,শব্দ
வார்த்தை திறவுகோல்,শব্দ কী
வார்த்தை நீளம்,শব্দের দৈর্ঘ্য
வார்த்தை சார்ந்த,শব্দ ভিত্তিক
சொல் செயலாக்க,শব্দ প্রক্রিয়াকরণ
சொல் செயலாக்க,শব্দ প্রক্রিয়াকরণ
சொல் செயலி,শব্দ প্রসেসর
வார்த்தை அடிக்கோடிடும் எழுத்து,শব্দ আন্ডারস্কোর অক্ষর
வேலை ஓட்ட மேலாண்மை,কাজের প্রবাহ ব্যবস্থাপনা
பணிக்குழு,কাজের গ্রুপ
வேலை அலகு,কাজের একক
வேலை அளவு,কাজের পরিমাণ
வேலை அடைவு,কাজের ডিরেক্টরি
