Hindi,Malayalam
अतिदीर्घ अनुदेश शब्द (वी एल आई डब्ल्यू),വളരെ നീണ്ട നിർദ്ദേശ വാക്ക് (VLIW)
वी एच डी एल,വി.എച്ച്.ഡി.എൽ
वीडियो कैमरा,വീഡിയോ ക്യാമറ
वीडियो दूर सम्मेलन,ദശൃാഭിമുഖം
वीडियो प्रदर्श टर्मिनल,വീഡിയോ ഡിസ്പ്ലേ ടെർമിനൽ
"1.वीडियो प्रदर्श एकक, 2.वीडियो प्रदर्श इकाई",വീഡിയോ ഡിസ്പ്ലേ യൂണിറ്റ്
वीडियो खेल,വീഡിയോ ഗെയിം
वीडियो आलेखी सरणी (वी जी ए),വീഡിയോ ഗ്രാഫിക് അഡാപ്റ്റർ (VGA)
वीडियो ग्राफिक्स सरणी (वी जी ए),വീഡിയോ ഗ്രാഫിക്സ് അഡാപ്റ്റർ (VGA)
वीडियो परिसेवक,വീഡിയോ സെർവർ
दृश्य,കാണുക
दृश्य द्वारक,പോർട്ട് കാണുക
दृश्य द्वार,വ്യൂപോർട്ട്
आभासी परिपथ,വെർച്വൽ സർക്യൂട്ട്
आभासी फलन,വെർച്വൽ പ്രവർത്തനം
आभासी स्मृति,വെർച്വൽ മെമ്മറി
आभासी निजी संजाल,വെർച്വൽ സ്വകാര്യ നെറ്റ്‌വർക്ക്
आभासी यथार्थ,വെർച്വൽ റിയാലിറ്റി
"1.आभासी वास्तविकता, 2.आभासी यथार्थता",വെർച്വൽ റിയാലിറ്റി
आभासी चिन्हक यथार्थ भाषा,വെർച്വൽ റിയാലിറ്റി മാർക്ക്അപ്പ് ഭാഷ
आभासी यथार्थ मार्कअप भाषा (वी आर एम एल),വെർച്വൽ റിയാലിറ്റി മാർക്ക്അപ്പ് ഭാഷ (VRML)
आभासी भंडारण अभिगम विधि,വെർച്വൽ സ്റ്റോറേജ് ആക്സസ് രീതി
आभासी भंडारण प्रबंधन,വെർച്വൽ സ്റ്റോറേജ് മാനേജ്മെന്റ്
"1.वायरस, 2.विषाणु",വൈറസ്
वायरस संसूचन,വൈറസ് കണ്ടെത്തൽ
"1.वायरस प्रोग्राम, 2.विषांक क्रमादेश",വൈറസ് പ്രോഗ്രാം
दृश्यता,ദൃശ്യപരത
दृष्टि,ദർശനം
दृश्य बेसिक/विज़्वल बेसिक,വിഷ്വൽ അടിസ്ഥാന
विजवल सी++,വിഷ്വൽ സി++
"1.दृश्य प्रदर्श एकक, 2.दृश्य प्रदर्श इकाई",വിഷ്വൽ ഡിസ്പ്ലേ യൂണിറ്റ്
आभासी,വിച്വൽ
आभासी पता,വിച്വൽ വിലാസം
आभासी मशीन (वी. एम.),വിച്വൽ മെഷീൻ (VM)
"1.वाक, 2.वाणी",ശബ്ദം
"1.वाक् डाक, 2.वॉयस मेल",വോയ്സ് മെയിൽ
वाक् डाक सर्वर,വോയ്സ് മെയിൽ സെർവർ
वाक अभिज्ञान,ശബ്ദം തിരിച്ചറിയൽ
"1.वाक् जाल, 2.वाक् नेट",വോയ്സ്-നെറ്റ്
विलोपी स्मृति,അസ്ഥിരമായ മെമ്മറി
वेफर,വേഫർ
"1.वायस प्रबंधक, 2.डब्ल्यू ए आई एस प्रबधंक",WAIS മാനേജർ
प्रतीक्षा समाप्ति,കാത്തിരിക്കുക മരിക്കുക
प्रतीक्षा कुंडलन,മുറിവ് കാത്തിരിക്കുക
"1.भारित कोड,2.भारित कूट",കാത്തിരുന്ന കോഡ്
भारित माध्य,ശരാശരി കാത്തിരുന്നു
प्रतीक्षा काल,കാത്തിരിപ്പ് സമയം
तरंग निर्देश,മതിൽ ഗ്രേഡ്
पुन: प्रवर्तन,ഊഷ്മള പുനരാരംഭിക്കുക
"1.बंजर बैंड चौड़आई, 2.बंजर बैंड क्षमता/विड्थ",മാലിന്യ ബാൻഡ് വീതി
जलप्रपात निदर्श,വെള്ളച്ചാട്ട മാതൃക
तरंगिका,വേവ്ലെറ്റ്
तरंगिका प्रतिबिंब संपीडन,വേവ്ലെറ്റ് ഇമേജ് കംപ്രഷൻ
तरंगिका रुपांतर,തരംഗ രൂപാന്തരം
"1.कमजोर अस्तित्व,2. निर्बल सत्ता",ദുർബലമായ സ്ഥാപനം
वेब,വെബ്
वेब पता,വെബ് വിലാസം
वेब लेखन,വെബ് എഴുത്ത്
"1.वेब विचरक, 2.वेब ब्राउजर",വെബ് ബ്രൌസർ
वेब पृष्ठ,വെബ് പേജ്
वेब परिसेवक,വെബ് സെർവർ
वेबस्थल,വെബ് സൈറ്റ്
वेब समर्थित अनुप्रयोग,web-enabld ആപ്ലിക്കേഷൻ
वेब समर्थित,വെബ് പ്രവർത്തനക്ഷമമാക്കി
"1.भारित ग्राफ,2. भारित आलेख",തൂക്കമുള്ള ഗ്രാഫ്
सुसंबद्ध,നന്നായി ബന്ധിപ്പിച്ചിരിക്കുന്നു
सुनिर्मित सूत्र,നന്നായി രൂപപ്പെടുത്തിയ ഫോർമുല
सुक्रमित समुच्चय,നന്നായി ക്രമീകരിച്ച സെറ്റ്
"आर्द्रपात्र, वैटवेयर",വെറ്റ്വെയർ
"1.व्हीटस्टोन निर्दश मानक, 2.व्हीटस्टोन बैंचमार्क",വീറ്റ്‌സ്റ്റോൺ ബെഞ്ച് മാർക്ക്
"1.चक्र, 2.पहिया",ചക്രം
व्हाईल लूप,ലൂപ്പ് സമയത്ത്
श्वेत बक्स परीक्षण,വൈറ്റ് ബോക്സ് ടെസ്റ്റിംഗ്
"1.श्वेत,2.धवल प्रकाश",വെള്ളവെളിച്ചം
श्वेत रव,വെളുത്ത ശബ്ദം
"विस्तृत क्षेत्र जालक्रम (डब्ल्यू ए एन, वैन)",വൈഡ് ഏരിയ നെറ്റ്‌വർക്ക് (WAN)
बृहत् क्षेत्र जालक्रम (वैन),വൈഡ് ഏരിയ നെറ്റ്‌വർക്ക് (WAN)
विस्तृत बैंड,വിശാലമായ ബാൻഡ്
"1.वाइल्ड कार्ड, 2.विस्तृत कार्ड",വൈൽഡ് കാർഡ്
विप,വിമ്പ്
टेब्विन वेब,ജയിക്കുക
विन जिप,zip വിജയിക്കുക
"1.विंडो, 2.खिडक़ई, 3.गवाक्ष",ജാലകം
"1.गवाक्षन,2.विंडोकरण",വിൻഡോ
विंडोज,വിൻഡോസ്
विंडोज अन्वेषक,വിൻഡോസ് എക്സ്പ്ലോറർ
विंडोज एन टी,വിൻഡോസ് NT
तार-फ्रेम निदर्श,വയർ ഫ്രെയിം മോഡൽ
"तार मुद्रक, तार प्रिंटर",വയർ പ്രിന്റർ
तारकृत तर्क,വയർഡ് ലോജിക്
बेतार तद्रूपता,വയർലെസ് വിശ്വസ്തത (വൈ ഫൈ)
बेतार लैन,വയർലെസ് ലാൻ
बेतार संचरण,വയർലെസ്സ് ട്രാൻസ്മിഷൻ
विजार्ड,മാന്ത്രികൻ
"1.बहुवंयक,2. शब्द",വാക്ക്
शब्द कुंजी,വാക്ക് കീ
शब्द लंबाई,പദ ദൈർഘ്യം
शब्द मूलक,വാക്ക് ഓറിയന്റഡ്
शब्द प्रक्रमण,വേഡ് പ്രോസസ്സിംഗ്
शब्द प्रक्रमण,വേഡ് പ്രോസസ്സിംഗ്
शब्द प्रक्रमक,വേഡ് പ്രോസസർ
शब्द अधोरखा संप्रतीक,വാക്ക് അടിവരയിടുന്ന പ്രതീകം
कार्य प्रवाह प्रबंधन,വർക്ക് ഫ്ലോ മാനേജ്മെന്റ്
कार्यसमूह,വർക്ക് ഗ്രൂപ്പ്
"1.कार्य एकक, 2.कार्य इकाई",ജോലി യൂണിറ്റ്
कार्यभार,ജോലിയുടെ അളവ്
कार्यकारी निर्देशिका,പ്രവർത്തന ഡയറക്ടറി
कार्य समुच्चय,ജോലി സെറ്റ്
कार्यकारी भंडार,പ്രവർത്തിക്കുന്ന സംഭരണം
कार्यशाला,ശിൽപശാല
"1.कार्यस्थल, 2.वर्क स्टेशन",വർക്ക്സ്റ്റേഷൻ
विश्व निर्देशांक,ലോക കോ-ഓർഡിനേറ്റ്
